label,acc_x_min,acc_y_min,acc_z_min,acc_x_max,acc_y_max,acc_z_max,acc_x_skewness,acc_y_skewness,acc_z_skewness,acc_x_kurtosis,acc_y_kurtosis,acc_z_kurtosis,gy_x_min,gy_y_min,gy_z_min,gy_x_max,gy_y_max,gy_z_max,gy_x_skewness,gy_y_skewness,gy_z_skewness,gy_x_kurtosis,gy_y_kurtosis,gy_z_kurtosis
0,-1.69,-10.23,-14.65,15.11,12.28,-0.36,1.3751854289726695,-0.3859839324700811,1.0231884949361914,1.0724025252142804,5.849452057517665,1.0903243755555367,-4.43,-4.7,-8.73,3.36,4.84,8.73,-0.36442927679149384,0.30270208356047557,-0.405264647425916,2.644402912942806,3.4418719542045393,8.880476410607242
0,-2.31,-12.81,-13.35,9.74,12.36,3.72,3.1820257191234806,-1.7178186954357684,4.784444668225614,9.343270497923307,33.52229726892094,29.97239742047163,-6.59,-4.06,-6.01,3.75,4.24,8.73,-3.2498780550144284,0.4953460399439038,0.27067838462011723,41.20766648546434,19.679757237913147,31.91439118199657
1,-3.41,-2.52,-11.11,4.35,4.82,-6.41,-0.2051975046305636,3.869499148587284,2.7335132494472254,33.48017306920125,57.059027259857764,55.583897078924444,-2.39,-1.88,-2.94,1.67,1.86,2.75,-0.9373099765089528,0.5813085636402069,-0.27107908867142744,36.709954407493065,43.8312739255027,21.61668897663206
